example_id,word,en1,en2,ja1,ja2,stage,voice1,voice2
e0361,looking for,What are you looking for?,My favorite pencil. I can't find it!,何を探してるの？,お気に入りの鉛筆。見つからないんだ！,1,Ivy,Ruth
e0362,watch,Let's watch a movie tonight!,Yes! Can we have popcorn too?,今夜、映画を見ようよ！,うん！ポップコーンも食べていい？,1,Ivy,Ruth
e0363,no way,I got 100 on my test!,No way! That's amazing!,テストで100点取ったよ！,うそでしょ！すごいじゃん！,1,Ivy,Ruth
e0364,go for a walk,Do you want to go for a walk?,Sure! Let's bring the dog!,散歩に行かない？,いいね！犬も連れて行こう！,1,Ivy,Ruth
e0365,pretty good,How was your soccer game?,Pretty good! We almost won.,サッカーの試合どうだった？,けっこう良かったよ！もう少しで勝てたんだ。,1,Ivy,Ruth
e0366,need,"I need your help, Mom!","Okay, what's wrong?",ママ、手伝ってほしいの！,いいよ、どうしたの？,1,Ivy,Ruth
e0367,say,What did you say? I couldn't hear you.,I said dinner is ready!,何て言ったの？聞こえなかった。,ごはんできたよって言ったの！,1,Ivy,Ruth
e0368,people,"Wow, so many people are here!",I know! It's really crowded.,うわぁ、人がいっぱいいる！,ほんとだね！すごく混んでる。,1,Ivy,Ruth
e0369,speak,"Can you speak more slowly, please?","Oh, sorry! Is this better?",もっとゆっくり話してくれる？,あっ、ごめん！これなら大丈夫？,1,Ivy,Ruth
e0370,use,Can I use your eraser?,Sure! Here you go.,消しゴム使ってもいい？,いいよ！はい、どうぞ。,1,Ivy,Ruth
e0371,sad,Why do you look so sad?,I lost my favorite pen.,なんでそんなに悲しそうなの？,お気に入りのペンをなくしちゃったの。,1,Ivy,Ruth
e0372,interested,Are you interested in dinosaurs?,Yes! They're so cool!,恐竜に興味ある？,うん！すごくかっこいいよね！,1,Ivy,Ruth
e0373,pretty,Look at this pretty flower!,"Wow, it's so colorful!",このきれいな花を見て！,わぁ、すごくカラフルだね！,1,Ivy,Ruth
e0374,laugh,Don't laugh at me!,Sorry! Your hat just looks funny.,笑わないでよ！,ごめん！その帽子がちょっと面白くて。,1,Ivy,Ruth
e0375,turn,Turn left at the next corner.,Okay! Is the store close?,次の角を左に曲がってね。,うん！お店は近いの？,1,Ivy,Ruth
e0376,lose,Don't lose your ticket!,"Don't worry, it's in my pocket.",チケットなくさないでね！,大丈夫、ポケットに入ってるよ。,1,Ivy,Ruth
e0377,hard,This math problem is so hard!,Let me help you with it.,この算数の問題、すごく難しい！,じゃあ手伝ってあげる。,1,Ivy,Ruth
e0378,hold,Can you hold my bag for a second?,Sure! Take your time.,ちょっとバッグ持っててくれる？,いいよ！ゆっくりでいいからね。,1,Ivy,Ruth
e0379,tomorrow,Let's meet at the park tomorrow!,Okay! What time?,明日、公園で会おうよ！,いいよ！何時に？,1,Ivy,Ruth
e0380,price,"Wow, what a high price!","Yeah, let's find something cheaper.",うわ、すごく高い値段だね！,うん、もっと安いの探そう。,1,Ivy,Ruth
e0381,stand up,Please stand up and say your name.,"Okay! Um, I'm Ken.",立ち上がって名前を言ってね。,はい！えっと、ケンです。,1,Ivy,Ruth
e0382,ride,Can you ride a bike?,Yes! I learned last summer.,自転車に乗れる？,うん！去年の夏に乗れるようになったよ。,1,Ivy,Ruth
e0383,understand,I don't understand this question.,Let me explain it to you.,この問題、わからないな。,じゃあ説明してあげるね。,1,Ivy,Ruth
e0384,then,"First we cook, then we eat!",Yum! I'm so hungry.,まず料理して、それから食べよう！,やったぁ！すごくお腹すいた。,1,Ivy,Ruth
e0385,stay,Can I stay at your house tonight?,Yes! Let's watch movies!,今夜、あなたの家に泊まっていい？,うん！映画見ようよ！,1,Ivy,Ruth
e0386,win,I hope we win the game!,Me too! Let's do our best!,試合に勝てるといいな！,私も！がんばろうね！,1,Ivy,Ruth
e0387,right,Is this the right answer?,Yes! Good job!,これで正しい答え？,うん！よくできました！,1,Ivy,Ruth
e0388,thing,What's that thing in your hand?,It's my new toy car!,その手に持ってるもの、何？,新しいおもちゃの車だよ！,1,Ivy,Ruth
e0389,over there,Where's the bathroom?,"It's over there, next to the door.",トイレはどこ？,あそこだよ、ドアの隣。,1,Ivy,Ruth
e0390,hurt,Ouch! My knee hurts!,Oh no! Let's get a bandage.,いたっ！ひざが痛い！,大変！絆創膏を取ってこよう。,1,Ivy,Ruth
e0391,write,Can you write your name here?,Sure! Here you go.,ここに名前を書いてくれる？,いいよ！はい、書いたよ。,1,Ivy,Ruth
e0392,move,Can you move a little? I can't see.,"Oh, sorry! Is this better?",ちょっとどいてくれる？見えないの。,あっ、ごめん！これで見える？,1,Ivy,Ruth
e0393,pink,I love your pink shoes!,Thanks! Pink is my favorite color.,そのピンクの靴、すてきだね！,ありがとう！ピンクが一番好きなの。,1,Ivy,Ruth
e0394,read,Can you read this book to me?,Of course! Sit next to me.,この本、読んでくれる？,もちろん！となりに座って。,1,Ivy,Ruth
e0395,smell,"Mmm, something smells good!",It's cookies! They're almost ready.,んー、いい匂いがする！,クッキーだよ！もうすぐ焼けるよ。,1,Ivy,Ruth
e0396,married,My sister is getting married!,"Wow, congratulations!",お姉ちゃんが結婚するの！,わぁ、おめでとう！,1,Ivy,Ruth
e0397,walk,Let's walk to school together!,Okay! Wait for me!,一緒に歩いて学校行こうよ！,うん！待ってて！,1,Ivy,Ruth
e0398,problem,I have a problem with my computer.,Let me take a look.,パソコンの調子が悪いんだ。,ちょっと見せて。,1,Ivy,Ruth
e0399,wish,I wish I could fly!,Me too! That would be so fun!,空を飛べたらいいのに！,私も！すごく楽しそう！,1,Ivy,Ruth
e0400,key,I can't find my key!,Did you check your bag?,鍵が見つからない！,バッグの中見た？,1,Ivy,Ruth
e0401,special,Today is a special day!,Oh? What's happening?,今日は特別な日なんだ！,え？何があるの？,1,Ivy,Ruth
e0402,wash,Don't forget to wash your hands!,"Okay, Mom! I will.",手を洗うのを忘れないでね！,わかった、ママ！洗うよ。,1,Ivy,Ruth
e0403,sell,Do they sell ice cream here?,Yes! Let's get some!,ここってアイス売ってる？,うん！買おうよ！,1,Ivy,Ruth
e0404,just,I just finished my homework!,Great! Now let's play!,ちょうど宿題が終わったとこ！,やったね！じゃあ遊ぼう！,1,Ivy,Ruth
e0405,sound,What's that sound?,I think it's the rain.,あの音、何だろう？,雨の音じゃないかな。,1,Ivy,Ruth
e0406,hope,I hope you feel better soon!,Thanks! I think I do already.,早く元気になるといいね！,ありがとう！もうけっこう良くなってきたよ。,1,Ivy,Ruth
e0407,tell,Can you tell me a secret?,"Okay, but don't tell anyone!",秘密を教えてくれる？,いいよ、でも誰にも言わないでね！,1,Ivy,Ruth
e0408,place,This is my favorite place!,"Wow, it's so quiet and pretty.",ここが私のお気に入りの場所なの！,わぁ、すごく静かできれいだね。,1,Ivy,Ruth
e0409,join,Can I join your team?,Of course! We need one more player!,あなたのチームに入ってもいい？,もちろん！あと一人ほしかったんだ！,1,Ivy,Ruth
e0410,small,This shirt is too small for me.,Let's get a bigger one!,このシャツ、私には小さすぎる。,じゃあもっと大きいの買おう！,1,Ivy,Ruth
e0411,question,"I have a question, teacher!","Sure, go ahead!",先生、質問があります！,いいよ、どうぞ！,1,Ivy,Ruth
e0412,still,Are you still hungry?,Yes! Can I have more?,まだお腹すいてるの？,うん！もっと食べてもいい？,1,Ivy,Ruth
e0413,maybe,Will it rain today?,Maybe. Let's bring an umbrella.,今日、雨降るかな？,たぶんね。傘を持って行こう。,1,Ivy,Ruth
e0414,work,Does this toy still work?,Let me check the batteries.,このおもちゃ、まだ動くかな？,電池を確認してみるね。,1,Ivy,Ruth
e0415,heavy,This box is so heavy!,"Here, let me help you carry it.",この箱、すごく重い！,ほら、運ぶの手伝うよ。,1,Ivy,Ruth
e0416,study,Let's study together for the test!,Good idea! Come to my house.,テストのために一緒に勉強しようよ！,いいね！うちに来てよ。,1,Ivy,Ruth
e0417,Sounds great!,Let's go swimming this weekend!,Sounds great! I'll bring snacks!,今週末、泳ぎに行こうよ！,いいね！おやつ持ってくよ！,1,Ivy,Ruth
e0418,money,I saved my money for this game!,"Wow, you really wanted it!",このゲームのためにお金をためたんだ！,わぁ、すごくほしかったんだね！,1,Ivy,Ruth
e0419,outside,Let's play outside!,Okay! It's so sunny today!,外で遊ぼうよ！,うん！今日すごく晴れてるね！,1,Ivy,Ruth
e0420,wake up,Wake up! We're late for school!,What?! Why didn't you tell me?,起きて！学校に遅れちゃうよ！,えっ！？なんで言ってくれなかったの？,1,Ivy,Ruth
e0421,same,We have the same backpack!,"Haha, really? That's so funny!",私たち、同じリュックだ！,あはは、ほんとだ？面白い！,1,Ivy,Ruth
e0422,learn,I want to learn how to swim.,I can teach you this summer!,泳ぎ方を習いたいな。,この夏、私が教えてあげる！,1,Ivy,Ruth
e0423,teach,Can you teach me this song?,Sure! Listen carefully.,この歌、教えてくれる？,いいよ！よく聞いてね。,1,Ivy,Ruth
e0424,someday,I want to visit Paris someday.,Me too! Let's go together!,いつかパリに行きたいな。,私も！一緒に行こうよ！,1,Ivy,Ruth
e0425,sick,I feel sick today.,Oh no! You should rest.,今日、気分が悪いんだ。,大変！休んだほうがいいよ。,1,Ivy,Ruth
e0426,visit,Let's visit Grandma this weekend!,Yes! I miss her so much.,今週末おばあちゃんに会いに行こうよ！,うん！すごく会いたかったんだ。,1,Ivy,Ruth
e0427,many,How many cookies did you eat?,Um... maybe five?,クッキー何個食べたの？,えっと…たぶん5個？,1,Ivy,Ruth
e0428,story,Tell me a story before bed!,Okay! Once upon a time...,寝る前にお話して！,いいよ！むかしむかし…,1,Ivy,Ruth
e0429,hungry,I'm so hungry!,Me too! Let's make sandwiches.,すごくお腹すいた！,私も！サンドイッチ作ろう。,1,Ivy,Ruth
e0430,wait,Wait for me!,Hurry up! We're going to be late!,待ってよ！,急いで！遅れちゃうよ！,1,Ivy,Ruth
e0431,you know,You know what? I love rainy days.,Really? I like sunny days better.,あのね、私、雨の日が好きなんだ。,ほんと？私は晴れの日のほうが好きだな。,1,Ivy,Ruth
e0432,together,Let's do our homework together!,Yes! It's more fun that way.,一緒に宿題やろうよ！,うん！そのほうが楽しいもんね。,1,Ivy,Ruth
e0433,school,Do you like our new school?,Yes! The library is so big!,新しい学校、好き？,うん！図書室がすごく大きいの！,1,Ivy,Ruth
e0434,usually,I usually wake up at seven.,"Wow, that's early!",私はいつも7時に起きるよ。,わぁ、早いね！,1,Ivy,Ruth
e0435,What's wrong?,What's wrong? You look sad.,I lost my favorite toy.,どうしたの？悲しそうだよ。,お気に入りのおもちゃをなくしちゃったの。,1,Ivy,Ruth
e0436,really,This cake is really good!,Thanks! I made it myself.,このケーキ、本当においしい！,ありがとう！自分で作ったんだ。,1,Ivy,Ruth
e0437,tired,I'm so tired after the game.,Me too! Let's take a break.,試合のあとですごく疲れた。,私も！ちょっと休もう。,1,Ivy,Ruth
e0438,such,This is such a fun day!,I know! Let's do it again!,今日は本当に楽しい一日だね！,ほんと！また今度やろう！,1,Ivy,Ruth
e0439,show,Can you show me your drawing?,Sure! I drew a big dragon!,あなたの絵、見せてくれる？,いいよ！大きなドラゴンを描いたんだ！,1,Ivy,Ruth
e0440,warm,This blanket is so warm!,I know! I don't want to get up.,この毛布、すごくあったかい！,ほんと！起きたくないね。,1,Ivy,Ruth
e0441,tonight,Can we have pizza tonight?,Sure! That sounds great!,今夜ピザにしてもいい？,いいよ！いいね！,1,Ivy,Ruth
e0442,keep,You can keep this book!,Really? Thank you so much!,この本、あげるよ（持ってていいよ）！,ほんと？ほんとありがとう！,1,Ivy,Ruth
