question_id,arrange_word_id,arrange_word,en1,en2,ja1,ja2,voice1,voice2,included_1or2,voice1_name,voice2_name,sentence_first_en,sentence_second_en,answer,chips,audio_first,audio_second,audio_auto,icon_first,icon_second,position_first,position_second,highlight_chips
e0586,va0293,studying,Studying with music on actually helps me focus.,,音楽をかけながら勉強すると、実は集中できるんだ。,,Ivy,,1,Ivy,,___________,,Studying with music on actually helps me focus.,Studying|with|music|on|actually|helps|me|focus.,e0586-a.mp3,,1,user,,right,none,Studying
e0587,va0294,be over,Is the movie over yet?,"Almost, just a few more minutes.",映画もう終わった？,もうすぐ、あと少しだよ。,Ivy,Kevin,1,Ivy,Kevin,___________,"Almost, just a few more minutes.",Is the movie over yet?,Is|the|movie|over|yet?,e0587-a.mp3,e0587-b.mp3,1,user,Kevin.png,right,left,over
e0588,va0294,be over,I'm just glad exam week is finally over.,,試験週間がやっと終わってほっとしてるよ。,,Ivy,,1,Ivy,,___________,,I'm just glad exam week is finally over.,I'm|just|glad|exam|week|is|finally|over.,e0588-a.mp3,,1,user,,right,none,over.
e0589,va0295,able,Will you be able to come to my game?,I'll try my best to make it!,私の試合来られる？,絶対行けるよう頑張るね！,Ivy,Kevin,1,Ivy,Kevin,___________,I'll try my best to make it!,Will you be able to come to my game?,Will|you|be|able|to|come|to|my|game?,e0589-a.mp3,e0589-b.mp3,1,user,Kevin.png,right,left,able
e0590,va0295,able,I wasn't able to finish the book in time.,,時間内にその本を読み終えられなかったんだ。,,Ivy,,1,Ivy,,___________,,I wasn't able to finish the book in time.,I|wasn't|able|to|finish|the|book|in|time.,e0590-a.mp3,,1,user,,right,none,able
e0591,va0296,by train,Are you coming by train or by bus?,"By train, it's faster.",電車で来るの、それともバス？,電車だよ、その方が速いから。,Ivy,Kevin,1,Ivy,Kevin,___________,"By train, it's faster.",Are you coming by train or by bus?,Are|you|coming|by|train|or|by|bus?,e0591-a.mp3,e0591-b.mp3,1,user,Kevin.png,right,left,by|train
e0592,va0296,by train,We traveled all around the city by train.,,電車で街中をあちこち回ったんだ。,,Ivy,,1,Ivy,,___________,,We traveled all around the city by train.,We|traveled|all|around|the|city|by|train.,e0592-a.mp3,,1,user,,right,none,by|train.
e0593,va0297,thin,This blanket is really thin.,"Yeah, we should use two of them.",この毛布すごく薄いね。,うん、2枚使ったほうがいいね。,Ivy,Kevin,1,Ivy,Kevin,___________,"Yeah, we should use two of them.",This blanket is really thin.,This|blanket|is|really|thin.,e0593-a.mp3,e0593-b.mp3,1,user,Kevin.png,right,left,thin.
e0594,va0297,thin,Cut the vegetables into thin slices.,,野菜を薄切りにしてね。,,Matthew,,1,Matthew,,___________,,Cut the vegetables into thin slices.,Cut|the|vegetables|into|thin|slices.,e0594-a.mp3,,1,Matthew.png,,left,none,thin
e0595,va0298,grandparents,Do your grandparents live nearby?,"Yeah, just a ten-minute walk!",おじいちゃんおばあちゃんは近くに住んでるの？,うん、歩いて10分くらい！,Ivy,Kevin,1,Ivy,Kevin,___________,"Yeah, just a ten-minute walk!",Do your grandparents live nearby?,Do|your|grandparents|live|nearby?,e0595-a.mp3,e0595-b.mp3,1,user,Kevin.png,right,left,grandparents
e0596,va0298,grandparents,My grandparents taught me how to make dumplings.,,おじいちゃんおばあちゃんが餃子の作り方教えてくれたんだ。,,Ivy,,1,Ivy,,___________,,My grandparents taught me how to make dumplings.,My|grandparents|taught|me|how|to|make|dumplings.,e0596-a.mp3,,1,user,,right,none,grandparents
e0597,va0299,smell,Something smells really good in here.,"Oh, that's my mom baking cookies!",ここ何かすごくいい匂いがする。,あ、お母さんがクッキー焼いてるんだ！,Ivy,Kevin,1,Ivy,Kevin,___________,"Oh, that's my mom baking cookies!",Something smells really good in here.,Something|smells|really|good|in|here.,e0597-a.mp3,e0597-b.mp3,1,user,Kevin.png,right,left,smells
e0598,va0299,smell,This flower has such a sweet smell.,,この花、すごく甘い香りがするね。,,Ivy,,1,Ivy,,___________,,This flower has such a sweet smell.,This|flower|has|such|a|sweet|smell.,e0598-a.mp3,,1,user,,right,none,smell.
e0599,va0300,wish,I wish I could travel more.,"Same, maybe next summer!",もっと旅行できたらいいのになあ。,私も、来年の夏こそはね！,Ivy,Kevin,1,Ivy,Kevin,___________,"Same, maybe next summer!",I wish I could travel more.,I|wish|I|could|travel|more.,e0599-a.mp3,e0599-b.mp3,1,user,Kevin.png,right,left,wish
e0600,va0300,wish,Make a wish before you blow out the candles.,,ろうそくを吹き消す前に願い事してね。,,Ivy,,1,Ivy,,___________,,Make a wish before you blow out the candles.,Make|a|wish|before|you|blow|out|the|candles.,e0600-a.mp3,,1,user,,right,none,wish
