question_id,arrange_word_id,arrange_word,en1,en2,ja1,ja2,voice1,voice2,included_1or2,voice1_name,voice2_name,sentence_first_en,sentence_second_en,answer,chips,audio_first,audio_second,audio_auto,icon_first,icon_second,position_first,position_second,highlight_chips
e0384,va0192,enjoy,I've really enjoyed learning to cook this year.,,今年、料理を習うのを本当に楽しんでるんだ。,,Ivy,,1,Ivy,,___________,,I've really enjoyed learning to cook this year.,I've|really|enjoyed|learning|to|cook|this|year.,e0384-a.mp3,,1,user,,right,none,enjoyed
e0385,va0193,agree,I think we should walk instead of taking the bus.,"I agree, it's a nice day.",バスに乗るより歩いたほうがいいと思うな。,賛成、いい天気だしね。,Ivy,Kevin,2,Ivy,Kevin,I think we should walk instead of taking the bus.,___________,"I agree, it's a nice day.","I|agree,|it's|a|nice|day.",e0385-a.mp3,e0385-b.mp3,1,user,Kevin.png,right,left,"agree,"
e0386,va0193,agree,We couldn't agree on which movie to watch.,,どの映画を見るか、意見が合わなかったんだ。,,Ivy,,1,Ivy,,___________,,We couldn't agree on which movie to watch.,We|couldn't|agree|on|which|movie|to|watch.,e0386-a.mp3,,1,user,,right,none,agree
e0387,va0194,hungry,Are you hungry? We could grab something to eat.,"Starving, actually!",お腹すいてる？何か食べに行こうか。,実はペコペコ！,Kevin,Ivy,1,Kevin,Ivy,___________,"Starving, actually!",Are you hungry? We could grab something to eat.,Are|you|hungry?|We|could|grab|something|to|eat.,e0387-a.mp3,e0387-b.mp3,1,Kevin.png,user,left,right,hungry?
e0388,va0194,hungry,I get so hungry right before dinner.,,夕飯の直前っていつもすごくお腹すくんだ。,,Ivy,,1,Ivy,,___________,,I get so hungry right before dinner.,I|get|so|hungry|right|before|dinner.,e0388-a.mp3,,1,user,,right,none,hungry
e0389,va0195,put ~ together,Can you help me put this shelf together?,"Sure, where's the instructions?",この棚組み立てるの手伝ってくれる？,うん、説明書どこ？,Ivy,Kevin,1,Ivy,Kevin,___________,"Sure, where's the instructions?",Can you help me put this shelf together?,Can|you|help|me|put|this|shelf|together?,e0389-a.mp3,e0389-b.mp3,1,user,Kevin.png,right,left,put|together?
e0390,va0195,put ~ together,It took us an hour to put the tent together.,,テントを組み立てるのに1時間かかったよ。,,Ivy,,1,Ivy,,___________,,It took us an hour to put the tent together.,It|took|us|an|hour|to|put|the|tent|together.,e0390-a.mp3,,1,user,,right,none,put|together.
e0391,va0196,get dressed,"Hurry and get dressed, we're leaving soon!","Okay, give me two minutes!",早く着替えて、もうすぐ出発するよ！,わかった、2分ちょうだい！,Matthew,Ivy,1,Matthew,Ivy,___________,"Okay, give me two minutes!","Hurry and get dressed, we're leaving soon!","Hurry|and|get|dressed,|we're|leaving|soon!",e0391-a.mp3,e0391-b.mp3,1,Matthew.png,user,left,right,"get|dressed,"
e0392,va0196,get dressed,I got dressed so fast I put my shirt on backward.,,急いで着替えたら、シャツを前後逆に着ちゃったよ。,,Ivy,,1,Ivy,,___________,,I got dressed so fast I put my shirt on backward.,I|got|dressed|so|fast|I|put|my|shirt|on|backward.,e0392-a.mp3,,1,user,,right,none,got|dressed
e0393,va0197,finish,Have you finished your homework yet?,"Almost, just one more question!",もう宿題終わった？,もうすぐ、あと1問だけ！,Kevin,Ivy,1,Kevin,Ivy,___________,"Almost, just one more question!",Have you finished your homework yet?,Have|you|finished|your|homework|yet?,e0393-a.mp3,e0393-b.mp3,1,Kevin.png,user,left,right,finished
e0394,va0197,finish,I want to finish this book before the movie comes out.,,映画が公開される前にこの本を読み終えたいんだ。,,Ivy,,1,Ivy,,___________,,I want to finish this book before the movie comes out.,I|want|to|finish|this|book|before|the|movie|comes|out.,e0394-a.mp3,,1,user,,right,none,finish
e0395,va0198,cleaning,I spent all morning cleaning my room.,That explains why it looks so nice now!,朝はずっと部屋の掃除してたんだ。,だから今こんなに綺麗なんだね！,Ivy,Matthew,1,Ivy,Matthew,___________,That explains why it looks so nice now!,I spent all morning cleaning my room.,I|spent|all|morning|cleaning|my|room.,e0395-a.mp3,e0395-b.mp3,1,user,Matthew.png,right,left,cleaning
e0396,va0198,cleaning,Cleaning the fish tank is my least favorite chore.,,水槽の掃除は一番苦手な家事なんだ。,,Ivy,,1,Ivy,,___________,,Cleaning the fish tank is my least favorite chore.,Cleaning|the|fish|tank|is|my|least|favorite|chore.,e0396-a.mp3,,1,user,,right,none,Cleaning
e0397,va0199,behind,Why are you hiding behind the door?,"Shh, it's a surprise!",なんでドアの後ろに隠れてるの？,しー、サプライズなんだ！,Kevin,Ivy,1,Kevin,Ivy,___________,"Shh, it's a surprise!",Why are you hiding behind the door?,Why|are|you|hiding|behind|the|door?,e0397-a.mp3,e0397-b.mp3,1,Kevin.png,user,left,right,behind
e0398,va0199,behind,I'm a bit behind on my homework this week.,,今週は宿題がちょっと遅れ気味なんだ。,,Ivy,,1,Ivy,,___________,,I'm a bit behind on my homework this week.,I'm|a|bit|behind|on|my|homework|this|week.,e0398-a.mp3,,1,user,,right,none,behind
e0399,va0200,alone,Are you okay being home alone tonight?,"Yeah, I actually like the quiet.",今夜一人で家にいて大丈夫？,うん、実は静かなの好きなんだ。,Kevin,Ivy,1,Kevin,Ivy,___________,"Yeah, I actually like the quiet.",Are you okay being home alone tonight?,Are|you|okay|being|home|alone|tonight?,e0399-a.mp3,e0399-b.mp3,1,Kevin.png,user,left,right,alone
e0400,va0200,alone,I've never traveled alone before.,,今まで一人旅したことないんだ。,,Ivy,,1,Ivy,,___________,,I've never traveled alone before.,I've|never|traveled|alone|before.,e0400-a.mp3,,1,user,,right,none,alone
