question_id,arrange_word_id,arrange_word,en1,en2,ja1,ja2,voice1,voice2,included_1or2,voice1_name,voice2_name,sentence_first_en,sentence_second_en,answer,chips,audio_first,audio_second,audio_auto,icon_first,icon_second,position_first,position_second
e0203,va0032,home,Are you going home now?,"Yeah, my mom's waiting.",もう家に帰るの？,うん、お母さんが待ってるんだ。,Matthew,Ivy,1,Matthew,Ivy,___________,"Yeah, my mom's waiting.",Are you going home now?,Are|you|going|home|now?,e0203-a.mp3,e0203-b.mp3,1,Matthew.png,user,left,right
e0204,va0032,home,This place feels like home to me.,,この場所、なんだか家みたいに感じるんだ。,,Ivy,,1,Ivy,,___________,,This place feels like home to me.,This|place|feels|like|home|to|me.,e0204-a.mp3,,1,user,,right,none
e0205,va0033,first,Who was first in line?,I was!,列で一番だったのは誰？,私だよ！,Kevin,Ivy,1,Kevin,Ivy,___________,I was!,Who was first in line?,Who|was|first|in|line?,e0205-a.mp3,e0205-b.mp3,1,Kevin.png,user,left,right
e0206,va0033,first,"First, wash your hands before dinner.",,まず、夕飯の前に手を洗ってね。,,Matthew,,1,Matthew,,___________,,"First, wash your hands before dinner.","First,|wash|your|hands|before|dinner.",e0206-a.mp3,,1,Matthew.png,,left,none
e0207,va0034,because,Why are you smiling?,Because today is my birthday!,なんで笑ってるの？,だって今日誕生日だから！,Kevin,Ivy,2,Kevin,Ivy,Why are you smiling?,___________,Because today is my birthday!,Because|today|is|my|birthday!,e0207-a.mp3,e0207-b.mp3,1,Kevin.png,user,left,right
e0208,va0034,because,I stayed inside because it was raining.,,雨が降ってたから家の中にいたんだ。,,Ivy,,1,Ivy,,___________,,I stayed inside because it was raining.,I|stayed|inside|because|it|was|raining.,e0208-a.mp3,,1,user,,right,none
e0209,va0035,see,Can you see the mountains from here?,"Yeah, they're huge!",ここから山見える？,うん、すごく大きいね！,Ivy,Kevin,1,Ivy,Kevin,___________,"Yeah, they're huge!",Can you see the mountains from here?,Can|you|see|the|mountains|from|here?,e0209-a.mp3,e0209-b.mp3,1,user,Kevin.png,right,left
e0210,va0035,see,I'll see you tomorrow!,,また明日ね！,,Ivy,,1,Ivy,,___________,,I'll see you tomorrow!,I'll|see|you|tomorrow!,e0210-a.mp3,,1,user,,right,none
e0211,va0036,book,What book are you reading?,A story about dragons!,何の本読んでるの？,ドラゴンの話だよ！,Kevin,Ivy,1,Kevin,Ivy,___________,A story about dragons!,What book are you reading?,What|book|are|you|reading?,e0211-a.mp3,e0211-b.mp3,1,Kevin.png,user,left,right
e0212,va0036,book,Can you book a table for four?,,4人分の席を予約してくれる？,,Ivy,,1,Ivy,,___________,,Can you book a table for four?,Can|you|book|a|table|for|four?,e0212-a.mp3,,1,user,,right,none
e0213,va0037,come,Are you coming to my party?,"Of course, I wouldn't miss it!",私のパーティー来る？,もちろん、絶対行くよ！,Kevin,Ivy,1,Kevin,Ivy,___________,"Of course, I wouldn't miss it!",Are you coming to my party?,Are|you|coming|to|my|party?,e0213-a.mp3,e0213-b.mp3,1,Kevin.png,user,left,right
e0214,va0037,come,Winter always comes so fast.,,冬っていつも本当にあっという間に来るよね。,,Ivy,,1,Ivy,,___________,,Winter always comes so fast.,Winter|always|comes|so|fast.,e0214-a.mp3,,1,user,,right,none
e0215,va0038,tell,Can you tell me a secret?,"Okay, but don't tell anyone else!",秘密教えてくれる？,いいよ、でも誰にも言わないでね！,Ivy,Kevin,1,Ivy,Kevin,___________,"Okay, but don't tell anyone else!",Can you tell me a secret?,Can|you|tell|me|a|secret?,e0215-a.mp3,e0215-b.mp3,1,user,Kevin.png,right,left
e0216,va0038,tell,I can tell you're excited.,,君がワクワクしてるのわかるよ。,,Ivy,,1,Ivy,,___________,,I can tell you're excited.,I|can|tell|you're|excited.,e0216-a.mp3,,1,user,,right,none
e0217,va0039,put,Where should I put this box?,Just put it by the door.,この箱どこに置けばいい？,ドアのそばに置いておいて。,Ivy,Matthew,1,Ivy,Matthew,___________,Just put it by the door.,Where should I put this box?,Where|should|I|put|this|box?,e0217-a.mp3,e0217-b.mp3,1,user,Matthew.png,right,left
e0218,va0039,put,Put your toys away before bed.,,寝る前におもちゃを片付けてね。,,Matthew,,1,Matthew,,___________,,Put your toys away before bed.,Put|your|toys|away|before|bed.,e0218-a.mp3,,1,Matthew.png,,left,none
e0219,va0040,many,How many cookies do you want?,"Three, please!",クッキーいくつ欲しい？,3個お願い！,Matthew,Ivy,1,Matthew,Ivy,___________,"Three, please!",How many cookies do you want?,How|many|cookies|do|you|want?,e0219-a.mp3,e0219-b.mp3,1,Matthew.png,user,left,right
e0220,va0040,many,There are so many stars tonight.,,今夜は星がすごくたくさんあるね。,,Ivy,,1,Ivy,,___________,,There are so many stars tonight.,There|are|so|many|stars|tonight.,e0220-a.mp3,,1,user,,right,none
e0221,va0041,time,What time is it?,It's almost six!,今何時？,もうすぐ6時だよ！,Kevin,Ivy,1,Kevin,Ivy,___________,It's almost six!,What time is it?,What|time|is|it?,e0221-a.mp3,e0221-b.mp3,1,Kevin.png,user,left,right
e0222,va0041,time,I don't have time for this right now.,,今はこれをやってる時間がないんだ。,,Ivy,,1,Ivy,,___________,,I don't have time for this right now.,I|don't|have|time|for|this|right|now.,e0222-a.mp3,,1,user,,right,none
e0223,va0112,throw,Can you throw the ball a bit harder?,"Okay, catch this!",もう少し強くボール投げてくれる？,わかった、これキャッチして！,Ivy,Kevin,1,Ivy,Kevin,___________,"Okay, catch this!",Can you throw the ball a bit harder?,Can|you|throw|the|ball|a|bit|harder?,e0223-a.mp3,e0223-b.mp3,1,user,Kevin.png,right,left
e0224,va0112,throw,I've never thrown a curveball before.,,カーブボールを投げたこと、今まで一度もないんだ。,,Ivy,,1,Ivy,,___________,,I've never thrown a curveball before.,I've|never|thrown|a|curveball|before.,e0224-a.mp3,,1,user,,right,none
e0225,va0113,store,Is there a convenience store near the station?,"Yeah, just two minutes away.",駅の近くにコンビニある？,うん、歩いて2分くらいだよ。,Ivy,Matthew,1,Ivy,Matthew,___________,"Yeah, just two minutes away.",Is there a convenience store near the station?,Is|there|a|convenience|store|near|the|station?,e0225-a.mp3,e0225-b.mp3,1,user,Matthew.png,right,left
e0226,va0113,store,I store all my photos on my phone.,,写真は全部スマホに保存してるんだ。,,Ivy,,1,Ivy,,___________,,I store all my photos on my phone.,I|store|all|my|photos|on|my|phone.,e0226-a.mp3,,1,user,,right,none
e0227,va0114,grow,You've grown taller than me!,Really? Let's measure!,私より背が伸びたね！,本当？測ってみようよ！,Kevin,Ivy,1,Kevin,Ivy,___________,Really? Let's measure!,You've grown taller than me!,You've|grown|taller|than|me!,e0227-a.mp3,e0227-b.mp3,1,Kevin.png,user,left,right
e0228,va0114,grow,This plant has grown so much since last month.,,この植物、先月からすごく成長したよ。,,Ivy,,1,Ivy,,___________,,This plant has grown so much since last month.,This|plant|has|grown|so|much|since|last|month.,e0228-a.mp3,,1,user,,right,none
e0229,va0115,shape,What shape do you want your cake to be?,"A heart shape, please!",ケーキどんな形にしたい？,ハートの形がいいな！,Ivy,Matthew,1,Ivy,Matthew,___________,"A heart shape, please!",What shape do you want your cake to be?,What|shape|do|you|want|your|cake|to|be?,e0229-a.mp3,e0229-b.mp3,1,user,Matthew.png,right,left
e0230,va0115,shape,I've been trying to get in shape for the sports festival.,,体育祭に向けて体を鍛えようとしてるんだ。,,Ivy,,1,Ivy,,___________,,I've been trying to get in shape for the sports festival.,I've|been|trying|to|get|in|shape|for|the|sports|festival.,e0230-a.mp3,,1,user,,right,none
e0231,va0116,change,You've changed your hairstyle!,"Yeah, do you like it?",髪型変えたんだね！,うん、どう思う？,Kevin,Ivy,1,Kevin,Ivy,___________,"Yeah, do you like it?",You've changed your hairstyle!,You've|changed|your|hairstyle!,e0231-a.mp3,e0231-b.mp3,1,Kevin.png,user,left,right
e0232,va0116,change,"Let's change the plan, it's too rainy to walk.",,計画変更しよう、歩くには雨がひどすぎる。,,Ivy,,1,Ivy,,___________,,"Let's change the plan, it's too rainy to walk.","Let's|change|the|plan,|it's|too|rainy|to|walk.",e0232-a.mp3,,1,user,,right,none
e0233,va0117,take a bath,I'm going to take a bath before dinner.,,夕飯の前にお風呂に入るよ。,,Ivy,,1,Ivy,,___________,,I'm going to take a bath before dinner.,I'm|going|to|take|a|bath|before|dinner.,e0233-a.mp3,,1,user,,right,none
e0234,va0117,take a bath,Have you taken a bath yet? Dinner's almost ready.,,もうお風呂入った？もうすぐ夕飯できるよ。,,Matthew,,1,Matthew,,___________,,Have you taken a bath yet? Dinner's almost ready.,Have|you|taken|a|bath|yet?|Dinner's|almost|ready.,e0234-a.mp3,,1,Matthew.png,,left,none
e0235,va0118,all over,There's paint all over your shirt!,"Oh no, art class again.",シャツ中にペンキついてるよ！,うわ、また美術の授業か。,Kevin,Ivy,1,Kevin,Ivy,___________,"Oh no, art class again.",There's paint all over your shirt!,There's|paint|all|over|your|shirt!,e0235-a.mp3,e0235-b.mp3,1,Kevin.png,user,left,right
e0236,va0118,all over,News about the concert spread all over school.,,そのコンサートの話は学校中に広まったよ。,,Ivy,,1,Ivy,,___________,,News about the concert spread all over school.,News|about|the|concert|spread|all|over|school.,e0236-a.mp3,,1,user,,right,none
e0237,va0119,pick,Can you pick me up after practice?,"Sure, what time?",部活の後、迎えに来てくれる？,いいよ、何時？,Ivy,Kevin,1,Ivy,Kevin,___________,"Sure, what time?",Can you pick me up after practice?,Can|you|pick|me|up|after|practice?,e0237-a.mp3,e0237-b.mp3,1,user,Kevin.png,right,left
e0238,va0119,pick,I picked the hardest question on the test by accident.,,うっかりテストで一番難しい問題を選んじゃった。,,Ivy,,1,Ivy,,___________,,I picked the hardest question on the test by accident.,I|picked|the|hardest|question|on|the|test|by|accident.,e0238-a.mp3,,1,user,,right,none
e0239,va0120,spend,How much time do you spend on your phone?,"Probably too much, honestly.",スマホにどれくらい時間使ってる？,正直、使いすぎだと思う。,Kevin,Ivy,1,Kevin,Ivy,___________,"Probably too much, honestly.",How much time do you spend on your phone?,How|much|time|do|you|spend|on|your|phone?,e0239-a.mp3,e0239-b.mp3,1,Kevin.png,user,left,right
e0240,va0120,spend,I spent all my allowance on new sneakers.,,新しいスニーカーにお小遣い全部使っちゃった。,,Ivy,,1,Ivy,,___________,,I spent all my allowance on new sneakers.,I|spent|all|my|allowance|on|new|sneakers.,e0240-a.mp3,,1,user,,right,none
e0241,va0121,job,What job do you want in the future?,Maybe a game designer!,将来どんな仕事に就きたい？,ゲームデザイナーとかいいかな！,Ivy,Kevin,1,Ivy,Kevin,___________,Maybe a game designer!,What job do you want in the future?,What|job|do|you|want|in|the|future?,e0241-a.mp3,e0241-b.mp3,1,user,Kevin.png,right,left
e0242,va0121,job,Cleaning the classroom is my job this week.,,今週は教室の掃除が私の当番なんだ。,,Ivy,,1,Ivy,,___________,,Cleaning the classroom is my job this week.,Cleaning|the|classroom|is|my|job|this|week.,e0242-a.mp3,,1,user,,right,none
e0243,va0122,last,How long did the test last?,It felt like forever!,テストどれくらい続いたの？,永遠に感じたよ！,Ivy,Kevin,1,Ivy,Kevin,___________,It felt like forever!,How long did the test last?,How|long|did|the|test|last?,e0243-a.mp3,e0243-b.mp3,1,user,Kevin.png,right,left
e0244,va0122,last,This is the last chance to sign up for the trip.,,これが旅行の申し込み最後のチャンスだよ。,,Ivy,,1,Ivy,,___________,,This is the last chance to sign up for the trip.,This|is|the|last|chance|to|sign|up|for|the|trip.,e0244-a.mp3,,1,user,,right,none
e0245,va0123,push,"Don't push me, I almost fell!","Sorry, it wasn't on purpose!",押さないでよ、転びそうになった！,ごめん、わざとじゃないよ！,Kevin,Ivy,1,Kevin,Ivy,___________,"Sorry, it wasn't on purpose!","Don't push me, I almost fell!","Don't|push|me,|I|almost|fell!",e0245-a.mp3,e0245-b.mp3,1,Kevin.png,user,left,right
e0246,va0123,push,"You have to push the door, not pull it.",,そのドアは引くんじゃなくて押すんだよ。,,Ivy,,1,Ivy,,___________,,"You have to push the door, not pull it.","You|have|to|push|the|door,|not|pull|it.",e0246-a.mp3,,1,user,,right,none
e0247,va0124,building,Which building is the gym in?,The one next to the library.,体育館はどの建物にあるの？,図書館の隣の建物だよ。,Ivy,Kevin,1,Ivy,Kevin,___________,The one next to the library.,Which building is the gym in?,Which|building|is|the|gym|in?,e0247-a.mp3,e0247-b.mp3,1,user,Kevin.png,right,left
e0248,va0124,building,That's the tallest building I've ever seen.,,あれは今まで見た中で一番高い建物だよ。,,Ivy,,1,Ivy,,___________,,That's the tallest building I've ever seen.,That's|the|tallest|building|I've|ever|seen.,e0248-a.mp3,,1,user,,right,none
e0249,va0125,save,I'm trying to save money for a new game.,"Same, saving up for headphones.",新しいゲームのためにお金貯めようとしてるんだ。,私も、ヘッドホンのために貯金してる。,Ivy,Kevin,1,Ivy,Kevin,___________,"Same, saving up for headphones.",I'm trying to save money for a new game.,I'm|trying|to|save|money|for|a|new|game.,e0249-a.mp3,e0249-b.mp3,1,user,Kevin.png,right,left
e0250,va0125,save,Can you save my seat while I go to the bathroom?,,トイレ行ってる間、席取っておいてくれる？,,Ivy,,1,Ivy,,___________,,Can you save my seat while I go to the bathroom?,Can|you|save|my|seat|while|I|go|to|the|bathroom?,e0250-a.mp3,,1,user,,right,none
e0251,va0126,meal,What was your favorite meal on the trip?,The ramen we had on day two!,旅行で一番好きだった食事は？,2日目に食べたラーメン！,Ivy,Kevin,1,Ivy,Kevin,___________,The ramen we had on day two!,What was your favorite meal on the trip?,What|was|your|favorite|meal|on|the|trip?,e0251-a.mp3,e0251-b.mp3,1,user,Kevin.png,right,left
e0252,va0126,meal,Skipping meals isn't good for you.,,食事を抜くのは体に良くないよ。,,Ivy,,1,Ivy,,___________,,Skipping meals isn't good for you.,Skipping|meals|isn't|good|for|you.,e0252-a.mp3,,1,user,,right,none
e0253,va0127,mistake,I made a mistake on question three.,"Same here, it was so tricky!",3番の問題で間違えちゃった。,私も、あれすごく難しかったよね！,Ivy,Kevin,1,Ivy,Kevin,___________,"Same here, it was so tricky!",I made a mistake on question three.,I|made|a|mistake|on|question|three.,e0253-a.mp3,e0253-b.mp3,1,user,Kevin.png,right,left
e0254,va0127,mistake,"Everyone makes mistakes sometimes, don't worry about it.",,誰でも時には間違えるものだよ、気にしないで。,,Ivy,,1,Ivy,,___________,,"Everyone makes mistakes sometimes, don't worry about it.","Everyone|makes|mistakes|sometimes,|don't|worry|about|it.",e0254-a.mp3,,1,user,,right,none
e0255,va0128,careful,"Be careful, the floor's wet!",Thanks for the warning!,気をつけて、床濡れてるよ！,教えてくれてありがとう！,Matthew,Ivy,1,Matthew,Ivy,___________,Thanks for the warning!,"Be careful, the floor's wet!","Be|careful,|the|floor's|wet!",e0255-a.mp3,e0255-b.mp3,1,Matthew.png,user,left,right
e0256,va0128,careful,You should be more careful with your words.,,言葉にはもっと気をつけたほうがいいよ。,,Matthew,,1,Matthew,,___________,,You should be more careful with your words.,You|should|be|more|careful|with|your|words.,e0256-a.mp3,,1,Matthew.png,,left,none
e0257,va0129,meeting,We have a club meeting after school today.,"Oh right, I almost forgot!",今日、放課後に部活のミーティングあるよ。,あ、そうだった、忘れるところだった！,Ivy,Kevin,1,Ivy,Kevin,___________,"Oh right, I almost forgot!",We have a club meeting after school today.,We|have|a|club|meeting|after|school|today.,e0257-a.mp3,e0257-b.mp3,1,user,Kevin.png,right,left
e0258,va0129,meeting,The meeting lasted longer than usual.,,そのミーティングはいつもより長引いたよ。,,Ivy,,1,Ivy,,___________,,The meeting lasted longer than usual.,The|meeting|lasted|longer|than|usual.,e0258-a.mp3,,1,user,,right,none
e0259,va0130,wonderful,This trip has been wonderful so far.,"I know, I don't want it to end!",この旅行、今のところすごく素敵だね。,そうだね、終わってほしくないよ！,Ivy,Kevin,1,Ivy,Kevin,___________,"I know, I don't want it to end!",This trip has been wonderful so far.,This|trip|has|been|wonderful|so|far.,e0259-a.mp3,e0259-b.mp3,1,user,Kevin.png,right,left
e0260,va0130,wonderful,That was a wonderful performance.,,あれは素晴らしい演奏だったね。,,Ivy,,1,Ivy,,___________,,That was a wonderful performance.,That|was|a|wonderful|performance.,e0260-a.mp3,,1,user,,right,none
e0261,va0131,ready,Are you ready to go?,"Almost, just five more minutes!",もう行く準備できた？,もうちょっと、あと5分だけ！,Matthew,Ivy,1,Matthew,Ivy,___________,"Almost, just five more minutes!",Are you ready to go?,Are|you|ready|to|go?,e0261-a.mp3,e0261-b.mp3,1,Matthew.png,user,left,right
e0262,va0131,ready,I don't think I'm ready for the exam yet.,,まだ試験の準備ができてない気がするな。,,Ivy,,1,Ivy,,___________,,I don't think I'm ready for the exam yet.,I|don't|think|I'm|ready|for|the|exam|yet.,e0262-a.mp3,,1,user,,right,none
e0263,va0132,tasty,This soup is so tasty!,"My mom's recipe, I'll ask her to teach you.",このスープすごく美味しい！,うちのお母さんのレシピなんだ、今度教えてもらうよう頼んでみるね。,Ivy,Kevin,1,Ivy,Kevin,___________,"My mom's recipe, I'll ask her to teach you.",This soup is so tasty!,This|soup|is|so|tasty!,e0263-a.mp3,e0263-b.mp3,1,user,Kevin.png,right,left
e0264,va0132,tasty,"It doesn't look great, but it's actually really tasty.",,見た目はイマイチだけど、実はすごく美味しいんだよ。,,Ivy,,1,Ivy,,___________,,"It doesn't look great, but it's actually really tasty.","It|doesn't|look|great,|but|it's|actually|really|tasty.",e0264-a.mp3,,1,user,,right,none
e0265,va0133,burn,"Something's burning, is that the toast?","Oh no, I forgot about it!",何か焦げてる、トーストじゃない？,うわ、忘れてた！,Ivy,Matthew,1,Ivy,Matthew,___________,"Oh no, I forgot about it!","Something's burning, is that the toast?","Something's|burning,|is|that|the|toast?",e0265-a.mp3,e0265-b.mp3,1,user,Matthew.png,right,left
e0266,va0133,burn,I burned my tongue on the hot pizza.,,熱いピザで舌やけどしちゃった。,,Ivy,,1,Ivy,,___________,,I burned my tongue on the hot pizza.,I|burned|my|tongue|on|the|hot|pizza.,e0266-a.mp3,,1,user,,right,none
e0267,va0134,beginner,Is this class okay for beginners?,"Yeah, don't worry, everyone starts somewhere.",このクラス初心者でも大丈夫？,うん、大丈夫、みんな最初は初心者だから。,Ivy,Kevin,1,Ivy,Kevin,___________,"Yeah, don't worry, everyone starts somewhere.",Is this class okay for beginners?,Is|this|class|okay|for|beginners?,e0267-a.mp3,e0267-b.mp3,1,user,Kevin.png,right,left
e0268,va0134,beginner,"I'm just a beginner at guitar, so bear with me.",,ギターまだ初心者だから、大目に見てね。,,Ivy,,1,Ivy,,___________,,"I'm just a beginner at guitar, so bear with me.","I'm|just|a|beginner|at|guitar,|so|bear|with|me.",e0268-a.mp3,,1,user,,right,none
e0269,va0135,change,Do you have change for a thousand yen?,Let me check my wallet.,千円札の両替できる小銭ある？,財布確認してみるね。,Ivy,Matthew,1,Ivy,Matthew,___________,Let me check my wallet.,Do you have change for a thousand yen?,Do|you|have|change|for|a|thousand|yen?,e0269-a.mp3,e0269-b.mp3,1,user,Matthew.png,right,left
e0270,va0135,change,I've changed a lot since middle school started.,,中学校に入ってから、私すごく変わったと思う。,,Ivy,,1,Ivy,,___________,,I've changed a lot since middle school started.,I've|changed|a|lot|since|middle|school|started.,e0270-a.mp3,,1,user,,right,none
e0271,va0136,minute,"Wait a minute, I forgot my water bottle!","Okay, hurry up!",ちょっと待って、水筒忘れた！,わかった、急いで！,Ivy,Kevin,1,Ivy,Kevin,___________,"Okay, hurry up!","Wait a minute, I forgot my water bottle!","Wait|a|minute,|I|forgot|my|water|bottle!",e0271-a.mp3,e0271-b.mp3,1,user,Kevin.png,right,left
e0272,va0136,minute,It only takes a minute to walk there.,,そこまで歩いてほんの1分しかかからないよ。,,Ivy,,1,Ivy,,___________,,It only takes a minute to walk there.,It|only|takes|a|minute|to|walk|there.,e0272-a.mp3,,1,user,,right,none
e0273,va0137,chopsticks,Can you use chopsticks well?,"Kind of, I still drop stuff sometimes.",お箸上手に使える？,まあまあかな、たまに落としちゃうけど。,Ivy,Kevin,1,Ivy,Kevin,___________,"Kind of, I still drop stuff sometimes.",Can you use chopsticks well?,Can|you|use|chopsticks|well?,e0273-a.mp3,e0273-b.mp3,1,user,Kevin.png,right,left
e0274,va0137,chopsticks,I forgot to bring chopsticks for my bento.,,お弁当用のお箸持ってくるの忘れちゃった。,,Ivy,,1,Ivy,,___________,,I forgot to bring chopsticks for my bento.,I|forgot|to|bring|chopsticks|for|my|bento.,e0274-a.mp3,,1,user,,right,none
e0275,va0138,date,What's today's date?,It's the fifteenth!,今日って何日だっけ？,15日だよ！,Kevin,Ivy,1,Kevin,Ivy,___________,It's the fifteenth!,What's today's date?,What's|today's|date?,e0275-a.mp3,e0275-b.mp3,1,Kevin.png,user,left,right
e0276,va0138,date,Have you set a date for the school festival yet?,,学園祭の日程、もう決まった？,,Ivy,,1,Ivy,,___________,,Have you set a date for the school festival yet?,Have|you|set|a|date|for|the|school|festival|yet?,e0276-a.mp3,,1,user,,right,none
e0277,va0139,fishing,Do you want to go fishing this weekend?,"Sure, sounds relaxing!",今週末釣りに行かない？,いいね、リラックスできそう！,Ivy,Kevin,1,Ivy,Kevin,___________,"Sure, sounds relaxing!",Do you want to go fishing this weekend?,Do|you|want|to|go|fishing|this|weekend?,e0277-a.mp3,e0277-b.mp3,1,user,Kevin.png,right,left
e0278,va0139,fishing,"We didn't catch anything, but fishing was still fun.",,何も釣れなかったけど、釣りは楽しかったよ。,,Ivy,,1,Ivy,,___________,,"We didn't catch anything, but fishing was still fun.","We|didn't|catch|anything,|but|fishing|was|still|fun.",e0278-a.mp3,,1,user,,right,none
e0279,va0140,keep,Can I keep this pen?,"Sure, I have plenty!",このペンもらってもいい？,もちろん、たくさんあるから！,Ivy,Matthew,1,Ivy,Matthew,___________,"Sure, I have plenty!",Can I keep this pen?,Can|I|keep|this|pen?,e0279-a.mp3,e0279-b.mp3,1,user,Matthew.png,right,left
e0280,va0140,keep,I'll keep practicing until I get it right.,,できるようになるまで練習し続けるよ。,,Ivy,,1,Ivy,,___________,,I'll keep practicing until I get it right.,I'll|keep|practicing|until|I|get|it|right.,e0280-a.mp3,,1,user,,right,none
e0281,va0141,even,"It's so quiet, I can even hear the clock ticking.",,すごく静かで、時計の音まで聞こえるよ。,,Ivy,,1,Ivy,,___________,,"It's so quiet, I can even hear the clock ticking.","It's|so|quiet,|I|can|even|hear|the|clock|ticking.",e0281-a.mp3,,1,user,,right,none
e0282,va0141,even,Even my little brother can solve this puzzle.,,私の弟でさえこのパズル解けるんだ。,,Ivy,,1,Ivy,,___________,,Even my little brother can solve this puzzle.,Even|my|little|brother|can|solve|this|puzzle.,e0282-a.mp3,,1,user,,right,none
e0283,va0142,useful,This app is really useful for studying English.,"Oh, I should try it too!",このアプリ、英語の勉強にすごく役立つよ。,へえ、私も使ってみようかな！,Ivy,Kevin,1,Ivy,Kevin,___________,"Oh, I should try it too!",This app is really useful for studying English.,This|app|is|really|useful|for|studying|English.,e0283-a.mp3,e0283-b.mp3,1,user,Kevin.png,right,left
e0284,va0142,useful,That advice was more useful than I expected.,,そのアドバイス、思ってたより役に立ったよ。,,Ivy,,1,Ivy,,___________,,That advice was more useful than I expected.,That|advice|was|more|useful|than|I|expected.,e0284-a.mp3,,1,user,,right,none
e0285,va0143,piece,Can I have a piece of your cake?,"Sure, here you go!",ケーキひとかけらもらえる？,うん、はいどうぞ！,Ivy,Matthew,1,Ivy,Matthew,___________,"Sure, here you go!",Can I have a piece of your cake?,Can|I|have|a|piece|of|your|cake?,e0285-a.mp3,e0285-b.mp3,1,user,Matthew.png,right,left
e0286,va0143,piece,This puzzle is missing a piece somewhere.,,このパズル、どこかピースが一個足りないんだ。,,Ivy,,1,Ivy,,___________,,This puzzle is missing a piece somewhere.,This|puzzle|is|missing|a|piece|somewhere.,e0286-a.mp3,,1,user,,right,none
e0287,va0144,glasses,Have you seen my glasses?,They're on your head!,私の眼鏡見なかった？,頭の上にあるよ！,Ivy,Matthew,1,Ivy,Matthew,___________,They're on your head!,Have you seen my glasses?,Have|you|seen|my|glasses?,e0287-a.mp3,e0287-b.mp3,1,user,Matthew.png,right,left
e0288,va0144,glasses,"I need new glasses, mine are always foggy.",,新しい眼鏡が必要だな、今のはいつも曇るんだ。,,Ivy,,1,Ivy,,___________,,"I need new glasses, mine are always foggy.","I|need|new|glasses,|mine|are|always|foggy.",e0288-a.mp3,,1,user,,right,none
e0289,va0145,smart,"You're so smart, how did you solve that so fast?","I just guessed, honestly!",すごく頭いいね、どうやってそんな早く解いたの？,正直、ただ当てずっぽうだったんだ！,Kevin,Ivy,1,Kevin,Ivy,___________,"I just guessed, honestly!","You're so smart, how did you solve that so fast?","You're|so|smart,|how|did|you|solve|that|so|fast?",e0289-a.mp3,e0289-b.mp3,1,Kevin.png,user,left,right
e0290,va0145,smart,It would be smarter to leave earlier tomorrow.,,明日はもっと早く出発したほうが賢いと思うよ。,,Ivy,,1,Ivy,,___________,,It would be smarter to leave earlier tomorrow.,It|would|be|smarter|to|leave|earlier|tomorrow.,e0290-a.mp3,,1,user,,right,none
e0291,va0146,break,"Let's take a break, I'm exhausted.","Yeah, good idea.",休憩しよう、もうへとへとだよ。,うん、いいアイデアだね。,Ivy,Kevin,1,Ivy,Kevin,___________,"Yeah, good idea.","Let's take a break, I'm exhausted.","Let's|take|a|break,|I'm|exhausted.",e0291-a.mp3,e0291-b.mp3,1,user,Kevin.png,right,left
e0292,va0146,break,I accidentally broke my phone screen yesterday.,,昨日うっかりスマホの画面割っちゃったんだ。,,Ivy,,1,Ivy,,___________,,I accidentally broke my phone screen yesterday.,I|accidentally|broke|my|phone|screen|yesterday.,e0292-a.mp3,,1,user,,right,none
e0293,va0147,usually,What do you usually do after school?,I usually go straight home and nap.,放課後は普段何してるの？,たいていまっすぐ家に帰って昼寝してるよ。,Kevin,Ivy,1,Kevin,Ivy,___________,I usually go straight home and nap.,What do you usually do after school?,What|do|you|usually|do|after|school?,e0293-a.mp3,e0293-b.mp3,1,Kevin.png,user,left,right
e0294,va0147,usually,It's not usually this cold in October.,,10月にこんなに寒いのは普段珍しいんだけどな。,,Ivy,,1,Ivy,,___________,,It's not usually this cold in October.,It's|not|usually|this|cold|in|October.,e0294-a.mp3,,1,user,,right,none
e0295,va0148,only,How much time do we have left?,Only ten minutes!,あとどれくらい時間ある？,たった10分だよ！,Kevin,Ivy,2,Kevin,Ivy,How much time do we have left?,___________,Only ten minutes!,Only|ten|minutes!,e0295-a.mp3,e0295-b.mp3,1,Kevin.png,user,left,right
e0296,va0148,only,"I only ate half my lunch, I wasn't hungry.",,お昼、半分しか食べなかった、お腹すいてなかったんだ。,,Ivy,,1,Ivy,,___________,,"I only ate half my lunch, I wasn't hungry.","I|only|ate|half|my|lunch,|I|wasn't|hungry.",e0296-a.mp3,,1,user,,right,none
e0297,va0149,fail,I'm scared I'll fail the math test.,"You'll be fine, you studied so hard!",数学のテスト落ちるんじゃないかって不安なんだ。,大丈夫だよ、あんなに頑張って勉強したじゃん！,Ivy,Kevin,1,Ivy,Kevin,___________,"You'll be fine, you studied so hard!",I'm scared I'll fail the math test.,I'm|scared|I'll|fail|the|math|test.,e0297-a.mp3,e0297-b.mp3,1,user,Kevin.png,right,left
e0298,va0149,fail,"Even if you fail once, you can always try again.",,一度失敗しても、また挑戦すればいいんだよ。,,Ivy,,1,Ivy,,___________,,"Even if you fail once, you can always try again.","Even|if|you|fail|once,|you|can|always|try|again.",e0298-a.mp3,,1,user,,right,none
e0299,va0150,count,Can you count how many people are here?,"Sure, let me check.",ここに何人いるか数えてくれる？,うん、確認するね。,Ivy,Matthew,1,Ivy,Matthew,___________,"Sure, let me check.",Can you count how many people are here?,Can|you|count|how|many|people|are|here?,e0299-a.mp3,e0299-b.mp3,1,user,Matthew.png,right,left
